timeNs
90663700598562
968172920
999808161
999305817
1000925788
998306564
1000025511
1008284562
990830592
999933680
1000014515
999700427
999772133
1000292584
999344137
1000794708
998980923
999870201
999783292
999900272
1000020293
999954394
1000087292
999104814
1000472700
1000188926
999011984
999615639
1000454195
999168831
1000231439
999503521
999754283
1000076723
1000530120
1000061016
999327353
999410268
999790039
1000072426
1000062154
999458635
999846695
1000069098
1000583425
998835880
1000127465
1001023781
998657567
999431308
1000421300
999340672
999740470
999695208
1000220693
999978575
999545301
1000042628
1000578824
998973007
999832883
1000924518
998666317
1000092492
999980539
1001833035
997375926
999795518
999902457
999797985
999866359
999861877
1000355985
999397257
999848026
999671255
1000471729
999147359
1000043699
999971919
999637791
999827061
1000032698
1001385793
998127437
1001057100
998728833
1000144848
999538244
1000437057
999182323
1002288943
997455267
999616374
1000087058
999666893
1000966935
1000726975
999204124
998507973
999801832
1001455960
999238325
1002022667
996540295
999806065
999829599
1000829868
999036321
999577275
1000185847
999525168
1000080879
999760922
1006274601
993579031
999653261
1001676626
998155701
1002079693
997397204
1000091947
999627183
999987850
999641956
999916594
999887218
1000010421
999741292
999769046
1000071278
999573872
1000932533
998789992
999988614
999969895
999366666
1000045258
1000051978
999729653
1000011522
999690641
1000163009
999408681
999844040
1003500199
996036424
999958825
999794539
999894940
999890989
999881562
1000926712
998672675
1000115975
999416941
999949700
1000114681
1000438728
998959515
999873016
999907915
999691022
999994544
999969990
999918522
999517121
999887596
999792546
999847461
999780986
999902360
999898125
999789679
999990861
999544336
1000084323
999832500
999959516
999759218
999890797
999769930
1000796619
998860203
999769418
999819490
999901192
999772707
999846311
999847558
999731048
999970578
1000077197
999709015
999728827
999900851
999848068
1004356760
1000629344
999227403
999869769
1000190646
995135333
1000283728
1000613981
999402966
1001047754
1000761842
996441714
999437297
999991947
1005037125
998270200
1000777902
1000201217
999316752
995237722
1000357232
1004004664
998783001
1001242606
995217042
999406643
999429679
1004934228
996413184
1002176301
998231607
998082716
1003147862
1000284213
982767875
999671113
999508807
995095690
999993947
1001394872
1002768983
994392328
1003474241
1001039901
996945352
997736588
999945874
1001045691
1001165307
1000383279
1000235529
999248647
1000845953
999880579
1000658243
998940946
1002935841
998324013
999835191
1000970773
1001457316
999554419
998966292
1000640998
999683789
999783873
999703195
999846015
999632418
1000019761
1000184998
999175820
999928050
999418371
1000439248
999398851
998819738
1001047290
1000121262
999386507
999823405
999355405
1000281119
999716603
997498585
1001865426
999816935
999519293
1000428162
998941852
999824990
1000959682
997496427
1001298931
1000043910
999772342
999630126
999793041
999726870
999452148
999620747
