actorId;timeNs
Actor-0;854366768
Actor-1;37980177
Actor-2;22992382
Actor-3;22142991
Actor-4;22802766
Actor-5;20421580
Actor-6;21065737
Actor-7;20008341
Actor-8;22041756
Actor-9;19486940
Actor-10;19036673
Actor-11;20249073
Actor-12;20849324
Actor-13;20826959
Actor-14;20378226
Actor-15;22418043
Actor-16;18931445
Actor-17;18843136
Actor-18;19891272
Actor-19;19120150
Actor-20;22158935
Actor-21;19540839
Actor-22;19020793
Actor-23;18271878
Actor-24;17628027
Actor-25;19388034
Actor-26;18663669
Actor-27;19166180
Actor-28;18442667
Actor-29;18123319
Actor-30;21142777
Actor-31;19877133
Actor-32;19735988
Actor-33;18649755
Actor-34;18919725
Actor-35;19301270
Actor-36;17818899
Actor-37;18600926
Actor-38;17614490
Actor-39;17955465
Actor-40;18964745
Actor-41;19323406
Actor-42;21595364
Actor-43;20407634
Actor-44;19270391
Actor-45;18911958
Actor-46;17744398
Actor-47;20122626
Actor-48;17776908
Actor-49;18048529
Actor-50;18493395
Actor-51;19129731
Actor-52;18516654
Actor-53;17557823
Actor-54;18074364
Actor-55;18913963
Actor-56;18493813
Actor-57;18542926
Actor-58;20000709
Actor-59;19372897
Actor-60;18827922
Actor-61;19683589
Actor-62;22161444
Actor-63;22850835
Actor-64;19597107
Actor-65;16982877
Actor-66;17324790
Actor-67;18221499
Actor-68;16522725
Actor-69;19079757
Actor-70;16610687
Actor-71;17127569
Actor-72;17433829
Actor-73;16958751
Actor-74;16965579
Actor-75;16793359
Actor-76;17324007
Actor-77;17565524
Actor-78;18261785
Actor-79;17052128
Actor-80;17660590
Actor-81;17060027
Actor-82;16671209
Actor-83;17861587
Actor-84;17573207
Actor-85;19108707
Actor-86;18347493
Actor-87;17664000
Actor-88;17982728
Actor-89;17355029
Actor-90;17355698
Actor-91;17865544
Actor-92;16977255
Actor-93;17211837
Actor-94;18085619
Actor-95;21994776
Actor-96;21150502
Actor-97;18115226
Actor-98;18650053
Actor-99;18152365
Actor-100;17527982
Actor-101;18657239
Actor-102;19159403
Actor-103;17837953
Actor-104;17865362
Actor-105;16234899
Actor-106;18427983
Actor-107;16322179
Actor-108;16405808
Actor-109;18725672
Actor-110;16495116
Actor-111;16675646
Actor-112;18563990
Actor-113;16382927
Actor-114;16793879
Actor-115;16945640
Actor-116;17489805
Actor-117;16649888
Actor-118;17796211
Actor-119;20915928
Actor-120;17558305
Actor-121;16081499
Actor-122;17904331
Actor-123;16889520
Actor-124;17237989
Actor-125;18214585
Actor-126;17353981
Actor-127;24678748
Actor-128;19324473
Actor-129;17619036
Actor-130;17015620
Actor-131;17326894
Actor-132;16235750
Actor-133;16453329
Actor-134;17052882
Actor-135;16953372
Actor-136;16979714
Actor-137;16571696
Actor-138;15407103
Actor-139;15823760
Actor-140;16151542
Actor-141;15471381
Actor-142;15130914
Actor-143;16547913
Actor-144;15873436
Actor-145;16956859
Actor-146;16517021
Actor-147;15425115
Actor-148;15321154
Actor-149;17352764
Actor-150;15451422
Actor-151;16892576
Actor-152;15995734
Actor-153;16991050
Actor-154;15774292
Actor-155;15596243
Actor-156;15209253
Actor-157;16259525
Actor-158;16906431
Actor-159;17931435
Actor-160;16179655
Actor-161;16790233
Actor-162;15400444
Actor-163;15753676
Actor-164;16868564
Actor-165;17689799
Actor-166;17222305
Actor-167;16924824
Actor-168;16488759
Actor-169;16206539
Actor-170;16773530
Actor-171;15455047
Actor-172;17063414
Actor-173;17088732
Actor-174;16716611
Actor-175;17198783
Actor-176;16471264
Actor-177;19217686
Actor-178;17215451
Actor-179;15385655
Actor-180;15223000
Actor-181;16255204
Actor-182;14213542
Actor-183;14340892
Actor-184;15678232
Actor-185;17360247
Actor-186;14328663
Actor-187;14643051
Actor-188;14512398
Actor-189;15318111
Actor-190;16559364
Actor-191;19977959
Actor-192;18062402
Actor-193;19465076
Actor-194;17013734
Actor-195;16066972
Actor-196;14727393
Actor-197;14024469
Actor-198;15359806
Actor-199;14801511
Actor-200;14887601
Actor-201;18136688
Actor-202;15507416
Actor-203;15539753
Actor-204;19110937
Actor-205;16649607
Actor-206;16320267
Actor-207;15520857
Actor-208;14305001
Actor-209;14115584
Actor-210;14990476
Actor-211;17498179
Actor-212;15297319
Actor-213;16851317
Actor-214;15620644
Actor-215;14427215
Actor-216;15489152
Actor-217;15098091
Actor-218;15070652
Actor-219;14417676
Actor-220;15628539
Actor-221;14710320
Actor-222;13469904
Actor-223;15743316
Actor-224;14366252
Actor-225;13353860
Actor-226;14242599
Actor-227;15053710
Actor-228;13991270
Actor-229;13754325
Actor-230;14313383
Actor-231;14840398
Actor-232;13483077
Actor-233;13576318
Actor-234;14382709
Actor-235;15942973
Actor-236;13305453
Actor-237;14032535
Actor-238;13545755
Actor-239;13334643
Actor-240;14614041
Actor-241;14163112
Actor-242;14740076
Actor-243;14303013
Actor-244;15129176
Actor-245;14148601
Actor-246;13564775
Actor-247;13796134
Actor-248;14934104
Actor-249;16263083
Actor-250;18117515
Actor-251;18758693
Actor-252;15674127
Actor-253;15313151
Actor-254;14399775
Actor-255;20720673
Actor-256;19303952
Actor-257;13285038
Actor-258;15307336
Actor-259;16088327
Actor-260;14003686
Actor-261;16158573
Actor-262;16253259
Actor-263;13876240
Actor-264;13222967
Actor-265;13830249
Actor-266;13477410
Actor-267;12993611
Actor-268;13763014
Actor-269;15629540
Actor-270;13633692
Actor-271;13040284
Actor-272;14774277
Actor-273;13715047
Actor-274;13470002
Actor-275;14390197
Actor-276;14790821
Actor-277;13252456
Actor-278;14333467
Actor-279;14825574
Actor-280;13655976
Actor-281;13789900
Actor-282;15326483
Actor-283;15207470
Actor-284;13415026
Actor-285;14333920
Actor-286;14832819
Actor-287;14206122
Actor-288;14122623
Actor-289;15007437
Actor-290;13073588
Actor-291;13403530
Actor-292;13760158
Actor-293;14645256
Actor-294;13447129
Actor-295;14985731
Actor-296;14065218
Actor-297;14298985
