actorId;timeNs
Actor-0;934501550
Actor-1;19367262
Actor-2;21149410
Actor-3;18637998
Actor-4;16502197
Actor-5;17598330
Actor-6;18265320
Actor-7;15619048
Actor-8;17384240
Actor-9;15523222
Actor-10;15322503
Actor-11;15984992
Actor-12;16258442
Actor-13;14405083
Actor-14;15414886
Actor-15;15598467
Actor-16;14195411
Actor-17;15864229
Actor-18;15230003
Actor-19;14494308
Actor-20;15837349
Actor-21;14303071
Actor-22;14189274
Actor-23;15733161
Actor-24;14040726
Actor-25;14437511
Actor-26;14394378
Actor-27;14037193
Actor-28;13920386
Actor-29;13569118
Actor-30;14654225
Actor-31;15001718
Actor-32;14638409
Actor-33;15150099
Actor-34;15801160
Actor-35;15982949
Actor-36;16155674
Actor-37;15222301
Actor-38;15275691
Actor-39;17041591
Actor-40;16353957
Actor-41;15363684
Actor-42;16894838
Actor-43;14038887
Actor-44;13816201
Actor-45;14490603
Actor-46;13419886
Actor-47;14142566
Actor-48;14970368
Actor-49;14989549
Actor-50;13687488
Actor-51;13797394
Actor-52;15249125
Actor-53;15925821
Actor-54;12975775
Actor-55;14164741
Actor-56;13205072
Actor-57;13342834
Actor-58;14299039
Actor-59;13406877
Actor-60;13491726
Actor-61;14227205
Actor-62;14732112
Actor-63;14669654
Actor-64;13091346
Actor-65;14550265
Actor-66;12985454
Actor-67;12400829
Actor-68;12794820
Actor-69;13696393
Actor-70;12537641
Actor-71;12814253
Actor-72;13841217
Actor-73;12939725
Actor-74;11797604
Actor-75;12379741
Actor-76;13121552
Actor-77;12273645
Actor-78;13930592
Actor-79;13092990
Actor-80;13098232
Actor-81;12608972
Actor-82;12692338
Actor-83;13601738
Actor-84;13842689
Actor-85;15007718
Actor-86;14916028
Actor-87;13445252
Actor-88;13720364
Actor-89;13637273
Actor-90;13956905
Actor-91;13056983
Actor-92;13983315
Actor-93;13945358
Actor-94;13854042
Actor-95;13433730
Actor-96;13021808
Actor-97;13446515
Actor-98;13501178
Actor-99;12828301
Actor-100;13537195
Actor-101;12335814
Actor-102;13465835
Actor-103;12980297
Actor-104;13261638
Actor-105;12397618
Actor-106;12335065
Actor-107;13377641
Actor-108;12195576
Actor-109;11426628
Actor-110;11929040
Actor-111;13235038
Actor-112;12456858
Actor-113;12953218
Actor-114;12402003
Actor-115;13698583
Actor-116;12527947
Actor-117;12684394
Actor-118;13046221
Actor-119;13067502
Actor-120;12599735
Actor-121;12483280
Actor-122;13258906
Actor-123;12099978
Actor-124;12381116
Actor-125;12664838
Actor-126;14286392
Actor-127;17295645
Actor-128;13534098
Actor-129;16096891
Actor-130;12871317
Actor-131;12937496
Actor-132;12310996
Actor-133;11566083
Actor-134;11848635
Actor-135;12767626
Actor-136;13928848
Actor-137;11706839
Actor-138;11590618
Actor-139;11902165
Actor-140;12280954
Actor-141;11740584
Actor-142;12104810
Actor-143;13347013
Actor-144;12511052
Actor-145;11781903
Actor-146;11825805
Actor-147;12881127
Actor-148;12656869
Actor-149;12213099
Actor-150;12626787
Actor-151;14022150
Actor-152;12190688
Actor-153;11706139
Actor-154;11906994
Actor-155;15278357
Actor-156;13457009
Actor-157;12536558
Actor-158;14328826
Actor-159;13464646
Actor-160;12990685
Actor-161;12261105
Actor-162;12814557
Actor-163;11863963
Actor-164;11510959
Actor-165;12259882
Actor-166;13287277
Actor-167;13372178
Actor-168;12258351
Actor-169;14030081
Actor-170;13701404
